CODE_EINDEUTIG,NAME,X_LV95,Y_LV95,Z,STATUS,GIN,ALARM,EINZUGSGEBIETSGROESSE,MITTLERE_HOEHE,VERGLETSCHERUNG,GEWAESSERNAME,FLUSSSYSTEM,GEWAESSERTYP,ORTSBEZEICHNUNG,ORGANISATION,LINK,URL_STATIONSSEITE,SYSTEM_U,PARAMETER_W,PARAMETER_T,PARAMETER_N,PERIODIZITAET_W,EINHEIT_W,EINHEIT_Q,PERIODIZITAET_T,EINHEIT_T,PERIODIZITAET_N,EINHEIT_N,PUBL_W,PUBL_T,PUBL_N,GUELTIG_VON_W,GUELTIG_VON_T,GUELTIG_VON_N,GUELTIG_BIS_W,GUELTIG_BIS_T,GUELTIG_BIS_N,SYSTEM_W,SYSTEM_T,URL_02_W,URL_07_W,URL_31_W,URL_91_W,URL_92_W,URL_PROVJBLJ_W,URL_PROVJBVJ_W,URL_JB_W,URL_02_T,URL_07_T,URL_31_T,URL_91_T,URL_92_T,URL_PROVJBLJ_T,URL_PROVJBVJ_T,URL_JB_T,URL_02_N,URL_07_N,URL_31_N,URL_91_N,URL_92_N,URL_PROVJBLJ_N,URL_PROVJBVJ_N,URL_JB_N,ORGANISATION_SYMB,PARAMETER_W_SYMB,PARAMETER_T_SYMB,PARAMETER_N_SYMB,SYMBOL,E,N
ZH 534,Glatt - Rümlang,2682864,1256548,420,in Betrieb,,,276.4625354,522.2135548,0.0%,Glatt,Glatt,Fliessgewässer,Rümlang,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,Temperatur,,10,müM,,15,°C,,,,,,19600101,19990101,,,,,Schwimmer / Sonde,,http://www.hw.zh.ch/hochwasser/mac/aaw/05696.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05695.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05377.PDF?zst=15502227,,,,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,http://www.hw.zh.ch/hochwasser/mac/at/0574.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/0573.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/0572.PDF?zst=15843166,,,http://www.hw.zh.ch/hochwasser/mac/at/08129.PDF?zst=15843166,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/wassertemperaturen.html#1855350435,,,,,,,,,1,2,1,0,4,2682864,1256548
ZH 540,"Jona - Pilgersteg, Dürnten",2709696,1236577,560,in Betrieb,,,24.47319343,818.1618549,0.0%,Jona,Limmat,Fliessgewässer,Dürnten,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,,5,,m3/s,,,,,,,,19700101,,,,,,Sonde,,http://www.hw.zh.ch/hochwasser/mac/aaw/05306.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05307.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05308.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05379.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08304.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,1,0,0,1,2709696,1236577
ZH 541,Reppisch - Birmensdorf,2675656,1245441,466,in Betrieb,,,24.178537,664.9258323,0.0%,Reppisch,Limmat,Fliessgewässer,Birmensdorf,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,Niederschlag,5,,m3/s,,,10,mm,,,,19700101,,19830101,,,,Einperlung,,http://www.hw.zh.ch/hochwasser/mac/aaw/05218.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05219.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05220.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05380.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08312.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/an/05210.PDF?zst=15518911,http://www.hw.zh.ch/hochwasser/mac/an/05211.PDF?zst=15518911,,,http://www.hw.zh.ch/hochwasser/mac/an/08286.PDF?zst=15518911,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/niederschlag.html#-364082828,1,1,0,1,6,2675656,1245441
ZH 543,Haselbach - Mettmenstetten,2677144,1232194,453,in Betrieb,,,8.43247357,529.6304479,0.0%,Haselbach,Reuss,Fliessgewässer,Mettmenstetten,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,Niederschlag,5,,l/s,,,10,mm,,,,19700101,,20040101,,,,Sonde,,http://www.hw.zh.ch/hochwasser/mac/aaw/05406.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05407.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05408.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05409.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08348.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/an/05404.PDF?zst=15518911,http://www.hw.zh.ch/hochwasser/mac/an/05405.PDF?zst=15518911,,,http://www.hw.zh.ch/hochwasser/mac/an/08339.PDF?zst=15518911,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/niederschlag.html#-364082828,1,1,0,1,6,2677144,1232194
ZH 544,Haselbach - Maschwanden,2674443,1231910,390,in Betrieb,,,18.48802323,492.7328,0.0%,Haselbach,Reuss,Fliessgewässer,Maschwanden,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,,5,,l/s,,,,,,,,19770101,,,,,,Einperlung,,http://www.hw.zh.ch/hochwasser/mac/aaw/05224.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05225.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05226.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05381.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08313.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,1,0,0,1,2674443,1231910
ZH 545,Altbach - Bassersdorf,2690004,1255660,470,in Betrieb,,,11.70331501,547.4981004,0.0%,Altbach,Glatt,Fliessgewässer,Bassersdorf,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,,5,,l/s,,,,,,,,19770101,,,,,,Einperlung,,http://www.hw.zh.ch/hochwasser/mac/aaw/05411.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05412.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05413.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/04221.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08258.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,1,0,0,1,2690004,1255660
ZH 546,"Fischbach - Feldhofbrücke, Niederglatt",2678166,1260572,410,in Betrieb,,,25.35539097,483.5610084,0.0%,Fischbach,Glatt,Fliessgewässer,Niederglatt,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,Niederschlag,5,müM,,,,10,mm,,,,19760101,,20040101,,,,Einperlung,,http://www.hw.zh.ch/hochwasser/mac/aaw/05287.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05284.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05285.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/08222.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/an/05282.PDF?zst=15518911,http://www.hw.zh.ch/hochwasser/mac/an/05283.PDF?zst=15518911,,,http://www.hw.zh.ch/hochwasser/mac/an/08284.PDF?zst=15518911,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/niederschlag.html#-364082828,1,2,0,1,7,2678166,1260572
SAG,"Sattel, SZ",2690999,1215145,790,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=SAG,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2690999.731,1215144.817
OBI,Oberiberg,2701841,1210464,1075,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=OBI,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2701841.715,1210463.813
REK,Rempen,2710610,1221850,650,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=REM,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2710610.773,1221849.825
SIE,Siebnen,2710821,1225538,452,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=SIE,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2710821.805,1225537.801
ESZ,Eschenz,2707865,1278227,414,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=ESZ,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2707865.959,1278226.598
HAI,Salen-Reutenen,2719099,1279047,719,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=HAI,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2719099.973,1279046.494
HLL,Hallau,2677456,1283472,419,,,,,,,,,,,MeteoSchweiz,www.meteoschweiz.admin.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=HLL,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2677457.149,1283471.738
ZH 588,"Hatzenbühl, Nürensdorf",2691180,1256559,540,in Betrieb,,,,,,,Glatt,,Nürensdorf,AWEL,www.hydrometrie.zh.ch,,,,,Niederschlag,,,,,,10,mm,,,,,,19760101,,,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/an/05296.PDF?zst=15518911,http://www.hw.zh.ch/hochwasser/mac/an/05295.PDF?zst=15518911,,,http://www.hw.zh.ch/hochwasser/mac/an/08296.PDF?zst=15518911,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/niederschlag.html#-364082828,1,0,0,1,9,2691180,1256559
ZH 589,"Aabach - Käpfnach, Horgen",2689202,1234395,410,in Betrieb,,,13.52272133,609.8456686,0.0%,Aabach,Limmat,Fliessgewässer,Horgen,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,,5,,l/s,,,,,,,,20050101,,,,,,Sonde,,http://www.hw.zh.ch/hochwasser/mac/aaw/05249.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05248.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05246.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05392.PDF?zst=15502227,,http://www.hw.zh.ch/hochwasser/mac/aaw/08349.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,1,0,0,1,2689202,1234395
ZH 590,"Schümberg, Hofstetten",2707265,1258281,737,in Betrieb,,,,,,,Töss,,Hofstetten,AWEL,www.hydrometrie.zh.ch,,,,,Niederschlag,,,,,,10,mm,,,,,,19850101,,,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/an/05293.PDF?zst=15518911,http://www.hw.zh.ch/hochwasser/mac/an/05292.PDF?zst=15518911,,,http://www.hw.zh.ch/hochwasser/mac/an/089.PDF?zst=15518911,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/niederschlag.html#-364082828,1,0,0,1,9,2707265,1258281
ZH 591,"Strasseninspektorat, Winterthur",2697697,1261331,445,in Betrieb,,,,,,,Töss,,Winterthur,AWEL,www.hydrometrie.zh.ch,,,,,Niederschlag,,,,,,10,mm,,,,,,20060101,,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/an/05266.PDF?zst=15518911,http://www.hw.zh.ch/hochwasser/mac/an/05267.PDF?zst=15518911,http://www.hw.zh.ch/hochwasser/mac/an/05268.PDF?zst=15518911,,,http://www.hw.zh.ch/hochwasser/mac/an/085.PDF?zst=15518911,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/niederschlag.html#-364082828,1,0,0,1,9,2697697,1261331
ZH 597,"Rhein - Rüdlingen, Flaach",2685720,1270040,344,in Betrieb,,,13735,,0.0%,Rhein,Rhein,Fliessgewässer,Flaach,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,Temperatur,,10,müM,,15,°C,,,,,,19740101,20090101,,,,,Sonde,,http://www.hw.zh.ch/hochwasser/mac/aaw/05357.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05356.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05358.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/086.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,http://www.hw.zh.ch/hochwasser/mac/at/05353.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/05354.PDF?zst=15843166,http://www.hw.zh.ch/hochwasser/mac/at/05355.PDF?zst=15843166,,,http://www.hw.zh.ch/hochwasser/mac/at/08240.PDF?zst=15843166,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/wassertemperaturen.html#1855350435,,,,,,,,,1,2,1,0,4,2685720,1270040
ZH 598D,Sihl - Dreiwässern,2698399,1224897,780,,,ja,,,,,,,,AWEL,www.hochwasser.zh.ch,,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2698399,1224897
ZH 598S,Sihl - Schlagen,2701630,1223570,873,,,,,,,,,,,Etzelwerk AG,www.hochwasser.zh.ch,,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2701630,1223570
ZH 599,Glatt - Oberglatt,2681596,1259247,415,in Betrieb,,,324.2819952,516.5425749,0.0%,Glatt,Glatt,Fliessgewässer,Oberglatt,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,5,müM,,,,,,,,,20070101,,,,,,Sonde,,http://www.hw.zh.ch/hochwasser/mac/aaw/05823.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05822.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05824.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/0836.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,2,0,0,2,2681596,1259247
ZH 600,"Haselbach - Bäckental, Knonau (HW-Rückhaltebecken)",2676048,1231676,413,in Betrieb,,ja,16.68371079,498.863397,0.0%,Haselbach,Reuss,Hochwasserrückhaltebecken,Knonau,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/aaw/05618.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05619.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05620.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/08418.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,2,0,0,2,2676048,1231676
ZH 601,"Wildbach - Grosswies, Wetzikon (HW-Rückhaltebecken)",2703388,1241068,533,in Betrieb,,ja,12.3343467,677.196027,0.0%,Wildbach,Glatt,Hochwasserrückhaltebecken,Wetzikon,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/aaw/05612.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05613.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05614.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/08422.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,2,0,0,2,2703388,1241068
ZH 602,"Mülibach - Esslingen, Egg (HW-Rückhaltebecken)",2696580,1238643,464,in Betrieb,,ja,8.42223048,550.579015,0.0%,Mülibach,Glatt,Hochwasserrückhaltebecken,Egg,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/aaw/05615.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05616.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05617.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/08433.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,2,0,0,2,2696580,1238643
ZH 603,"Furtbach - Wüeri, Buchs (HW-Rückhaltebecken)",2675754,1256065,421,in Betrieb,,ja,19.25176858,467.73793,0.0%,Furtbach,Limmat,Hochwasserrückhaltebecken,Buchs,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/aaw/05522.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05523.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05524.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/08373.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,2,0,0,2,2675754,1256065
ZH 604,"Schwarzbach - Werkhof, Rickenbach (HW-Rückhaltebecken)",2701856,1267584,418,in Betrieb,,ja,12.21619041,458.852082,0.0%,Schwarzbach,Thur,Hochwasserrückhaltebecken,Rickenbach,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/aaw/05525.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05526.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05527.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/08376.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,2,0,0,2,2701856,1267584
ZH 605,"Abistbach - Fohloch, Marthalen (HW-Rückhaltebecken)",2690940,1276527,402,in Betrieb,,ja,7.86128007,455.935138,0.0%,Abistbach,Thur,Hochwasserrückhaltebecken,Marthalen,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/aaw/05528.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05529.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05530.PDF?zst=15502227,,,http://www.hw.zh.ch/hochwasser/mac/aaw/08379.PDF?zst=15502227,,https://www.zh.ch/de/umwelt-tiere/wasser-gewaesser/messdaten/abfluss-wasserstand.html#-1478025821,,,,,,,,,,,,,,,,,1,2,0,0,2,2690940,1276527
ZH 606,Alp - Trachslau,2698134,1218450,909,,,,,,,,,,,Etzelwerk AG,www.hochwasser.zh.ch,,,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,2698134,1218450
ZH 607,"Sihl - Mattensteg, Zürich",2683049,1248486,402,in Betrieb,,,,,0.0%,Sihl,Sihl,Fliessgewässer,Zürich,AWEL,www.hydrometrie.zh.ch,,,Wasserstand,,,10,müM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,2,2683049,1248486
ZH 700,Wisenbach - Wiesendangen,2701716,1264235,468,in Betrieb,,,4.38087073,535.162313,0.0%,Wisenbach,Töss,Fliessgewässer,Wiesendangen,AWEL,www.hydrometrie.zh.ch,,,Abfluss,,,,,,,,,,,,,,,,,,,,,http://www.hw.zh.ch/hochwasser/mac/aaw/05851.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05852.PDF?zst=15502227,http://www.hw.zh.ch/hochwasser/mac/aaw/05853.PDF?zst=15502227,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,2701716,1264235
ZWK,Zwillikon,2675138,1238165,461,,,,,,,,,,,MeteoSchweiz,www.hochwasser.zh.ch,https://www.meteoschweiz.admin.ch/home/messwerte.html?param=messwerte-niederschlag-10min&station=ZWK,,,,Niederschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,9,2675138,1238165
2635,Grossbach - Einsiedeln,2700710,1218125,942,,,,8.95,1283,0.0%,,,Fliessgewässer,,BAFU,www.hochwasser.zh.ch,https://www.hydrodaten.admin.ch/de/2635.html,,Abfluss,Temperatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,3,2700710,1218125
2300,"Minster - Euthal, Rüti",2704425,1215310,894,in Betrieb,,,59.1,,0.0%,,,,,BAFU,www.hochwasser.zh.ch,"https://www.hydrodaten.admin.ch/de/2300.html
https://www.hydrodaten.admin.ch/de/2300.html
",,Abfluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,2704425,1215310
